Trade Date,Stock Code,Cumulative Return,Market Value,区间,Excess Return,Industry Name
20220107,605507.SH,-0.039495304419615684,1736823.438,4,-0.024691632743267133,医药生物
20220112,002172.SZ,-0.002300388449225199,371934.5724,2,-0.008491906165625673,化工
20220113,000019.SZ,-0.002714691260114477,859791.2995,4,0.00978174025047518,商业贸易
20220113,000630.SZ,-0.041775587821170634,4115874.5234,5,-0.029279156310580978,有色金属
20220114,002875.SZ,0.004642373373155095,234561.9753,1,0.006781476650267182,纺织服装
20220120,300368.SZ,-0.09138369140709468,645247.4352,3,-0.05409690007209367,计算机
20220121,605086.SH,-0.23544653572023955,332288.0,2,-0.17928908432077428,采掘
20220126,002155.SZ,-0.08838745968455153,1411194.3425,4,-0.0809034266282892,有色金属
20220209,603053.SH,-7.071109093814698e-07,973334.55,4,-7.50099430399942e-05,公用事业
20220217,002774.SZ,0.047566378575557344,317496.6897,2,0.033222209952800785,机械设备
20220218,603815.SH,-0.044543108307936174,554556.1146,3,-0.03566186225665913,建筑装饰
20220223,002716.SZ,0.0474776366855032,751562.8899,3,0.03480296233302815,有色金属
20220223,300821.SZ,0.10633602256624286,2410800.0,5,0.09366134821376781,化工
20220223,601872.SH,-0.004434195471802793,3737715.0703,5,-0.01710886982427784,交通运输
20220223,603393.SH,0.02203728849579667,1127630.7298,4,0.009362614143321624,公用事业
20220224,000975.SZ,0.013288082535862111,2648993.0408,5,0.019843574278257337,有色金属
20220224,002237.SZ,0.03401336426471291,1437314.0288,4,0.040568856007108134,有色金属
20220224,600596.SH,0.03916480220261587,2262849.4173,5,0.04572029394501109,化工
20220303,000060.SZ,-0.01957000629392802,1916268.1718,5,0.05888892944415025,有色金属
20220304,002379.SZ,-0.11351392523749493,327019.2,2,-0.05711294373699294,有色金属
20220304,601598.SH,-0.16735487514937797,3567187.4678,5,-0.11095389364887598,交通运输
20220309,002882.SZ,-0.0936368037466766,502164.0,3,-0.029814635457725225,电气设备
20220309,600490.SH,-0.20422594442569209,1281261.6187,4,-0.1404037761367407,有色金属
20220310,603628.SH,0.05391398211101461,387427.0,2,0.0708854675699051,电气设备
20220324,600032.SH,0.007638255025864682,3022240.0,5,0.01571357277275276,公用事业
20220330,002433.SZ,-0.012799918620435946,527539.9616,3,-0.017433065199573772,医药生物
20220330,600257.SH,-0.08028164124619419,346009.5382,2,-0.08491478782533202,农林牧渔
20220330,600470.SH,0.1070950635778356,406326.4,2,0.10246191699869778,化工
20220413,002210.SZ,-0.1309526648732795,984656.1264,4,-0.12007236059479065,交通运输
20220413,600787.SH,-0.11349683936295019,1438669.8756,4,-0.10261653508446134,交通运输
20220414,300532.SZ,-0.05476016394204131,344248.795,2,-0.04142565501119411,计算机
20220414,600618.SH,0.012564648140757528,1720723.1643,5,0.025899157071604728,化工
20220415,600307.SH,-0.11864435221705594,1597156.1431,5,-0.06615314754511137,钢铁
20220421,600854.SH,0.12915142129429658,291935.6984,2,0.20379242318326463,家用电器
20220511,300179.SZ,0.10124338304626535,569916.2548,3,0.077979511567557,机械设备
20220512,000068.SZ,0.15692209127888446,316094.8397,2,0.14595405054404442,公用事业
20220520,600163.SH,-0.008894818500973067,1569971.818,5,-0.011744103184444188,公用事业
20220526,600098.SH,-0.06515561522315982,2463118.5899,5,-0.0935897764171214,公用事业
20220601,000767.SZ,0.02791798306050519,1227699.9454,4,-0.00465483623575369,公用事业
20220601,600505.SH,-0.007955399883755598,346339.125,2,-0.04052821918001448,公用事业
20220608,000543.SZ,0.004796693493828386,999686.729,4,-0.0056872396469886954,公用事业
20220610,300217.SZ,0.14705790586722323,739344.1574,4,0.12428643409295326,家用电器
20220610,300678.SZ,-0.03758789007759389,363369.5952,2,-0.06035936185186386,计算机
20220615,002094.SZ,0.034666561016429176,285340.6877,2,0.0162589750259321,化工
20220615,002324.SZ,0.10239066888079473,1386223.1873,4,0.08398308289029766,化工
20220615,600783.SH,0.03041110922187551,1044336.0895,4,0.012003523231378432,非银金融
20220615,601066.SH,0.01189951507868936,21889392.7171,5,-0.006508070911807717,非银金融
20220617,600255.SH,0.07633628574032336,473279.955,3,0.056646888018616615,有色金属
20220622,600010.SH,0.12556117554935997,11168332.9988,5,0.08530494143613776,钢铁
20220623,300237.SZ,-2.1782563153216472e-07,392329.5777,2,-0.033352912409594815,建筑装饰
20220623,600833.SH,0.04117788331188588,250302.8813,1,0.007825188727922594,医药生物
20220624,002452.SZ,-0.059420388702964844,452222.09,3,-0.08677195747471866,电气设备
20220624,002632.SZ,-0.022388408944509552,460329.5293,3,-0.04973997771626337,化工
20220624,300075.SZ,-0.013362602218506825,912968.3756,4,-0.040714170990260645,计算机
20220624,603359.SH,0.015125558904426573,547359.792,3,-0.012226009867327248,建筑装饰
20220629,000859.SZ,0.013740749255523488,614639.7219,3,0.017806786874236313,化工
20220629,002357.SZ,0.015735548220221718,186212.4874,1,0.019801585838934543,交通运输
20220629,002547.SZ,-0.04726373396956518,498601.2683,3,-0.043197696350852355,电子
20220629,002611.SZ,-0.020746625679557318,705927.2285,3,-0.016680588060844492,机械设备
20220629,002707.SZ,-0.028409026433094953,658933.5425,3,-0.024342988814382127,休闲服务
20220629,300182.SZ,-0.005758956719265629,1377604.0317,4,-0.0016929191005528033,传媒
20220629,601816.SH,0.004065499989879262,24504135.8209,5,0.008131537608592088,交通运输
20220630,000793.SZ,-0.028000093613057997,533264.537,3,-0.030342838629395796,传媒
20220630,002135.SZ,-0.026402981460629804,1115431.1012,4,-0.028745726476967604,建筑装饰
20220630,600420.SH,-0.07436367881775263,1016702.4899,4,-0.07670642383409043,医药生物
20220701,000863.SZ,-0.045454871611174674,425142.7724,2,-0.041392491345107474,房地产
20220701,002161.SZ,0.02594691645863101,380975.061,2,0.03000929672469821,电子
20220701,002376.SZ,-0.05821497981790391,556913.4406,3,-0.05415259955183671,计算机
20220701,300560.SZ,0.06042495437929052,354112.2558,2,0.06448733464535772,通信
20220706,001308.SZ,0.08505815184221066,1606850.8463,4,0.12167226419878086,
20220706,600642.SH,0.0368171487916753,3094584.1391,5,0.0734312611482455,公用事业
20220707,603929.SH,-0.05526727181163926,247284.24,1,-0.03656119417496151,建筑装饰
20220714,000885.SZ,-0.02198731546016086,635015.3942,3,-0.0331545076024895,交通运输
20220720,603869.SH,0.038371698026488765,477257.4806,3,0.040765395467526666,计算机
