Trade Date,Stock Code,Cumulative Return,Market Value,区间,Excess Return,Industry Name
20220107,605507.SH,-0.039440203562341014,1736823.438,4,-0.024636531885992463,医药生物
20220112,002172.SZ,-0.0022900763358778553,371934.5724,2,-0.00848159405227833,化工
20220113,000019.SZ,-0.002512562814069974,859791.2995,4,0.009983868696519682,商业贸易
20220113,000630.SZ,-0.04176267281105972,4115874.5234,5,-0.029266241300470064,有色金属
20220114,002875.SZ,0.004326663061114067,234561.9753,1,0.006465766338226153,纺织服装
20220120,300368.SZ,-0.09131736526946088,645247.4352,3,-0.05403057393445987,计算机
20220121,605086.SH,-0.2354467927326659,332288.0,2,-0.17928934133320062,采掘
20220126,002155.SZ,-0.08859536082474229,1411194.3425,4,-0.08111132776847996,有色金属
20220209,603053.SH,-1.1102230246251565e-16,973334.55,4,-7.430283213072375e-05,公用事业
20220217,002774.SZ,0.04736275565123771,317496.6897,2,0.03301858702848115,机械设备
20220218,603815.SH,-0.04405286343612336,554556.1146,3,-0.03517161738484631,建筑装饰
20220223,002716.SZ,0.047433903576983294,751562.8899,3,0.03475922922450825,有色金属
20220223,300821.SZ,0.10605276771857208,2410800.0,5,0.09337809336609704,化工
20220223,601872.SH,-0.0043352601156072534,3737715.0703,5,-0.0170099344680823,交通运输
20220223,603393.SH,0.02205882352941191,1127630.7298,4,0.009384149176936862,公用事业
20220224,000975.SZ,0.01324285870635844,2648993.0408,5,0.019798350448753665,有色金属
20220224,002237.SZ,0.03392436199651527,1437314.0288,4,0.0404798537389105,有色金属
20220224,600596.SH,0.0391928772761847,2262849.4173,5,0.045748369018579926,化工
20220303,000060.SZ,-0.019574944071588107,1916268.1718,5,0.058883991666490165,有色金属
20220304,002379.SZ,-0.11328388401888068,327019.2,2,-0.056882902518378686,有色金属
20220304,601598.SH,-0.16698292220113842,3567187.4678,5,-0.11058194070063643,交通运输
20220309,002882.SZ,-0.09356725146198819,502164.0,3,-0.029745083173036813,电气设备
20220309,600490.SH,-0.20424469413233448,1281261.6187,4,-0.1404225258433831,有色金属
20220310,603628.SH,0.053857350800582404,387427.0,2,0.0708288362594729,电气设备
20220324,600032.SH,0.007638888888888751,3022240.0,5,0.01571420663577683,公用事业
20220330,002433.SZ,-0.012542759407069282,527539.9616,3,-0.017175905986207107,医药生物
20220330,600257.SH,-0.08028411536805868,346009.5382,2,-0.08491726194719651,农林牧渔
20220330,600470.SH,0.10714285714285698,406326.4,2,0.10250971056371916,化工
20220413,002210.SZ,-0.13082231167337532,984656.1264,4,-0.11994200739488647,交通运输
20220413,600787.SH,-0.11348887898152282,1438669.8756,4,-0.10260857470303397,交通运输
20220414,300532.SZ,-0.05481481481481487,344248.795,2,-0.04148030588396767,计算机
20220414,600618.SH,0.012540464872116575,1720723.1643,5,0.025874973802963774,化工
20220415,600307.SH,-0.11823647294589168,1597156.1431,5,-0.06574526827394711,钢铁
20220421,600854.SH,0.12916666666666643,291935.6984,2,0.20380766855563448,家用电器
20220511,300179.SZ,0.10134610406419897,569916.2548,3,0.07808223258549063,机械设备
20220512,000068.SZ,0.15654520917678827,316094.8397,2,0.14557716844194823,公用事业
20220520,600163.SH,-0.00864864864864856,1569971.818,5,-0.01149793333211968,公用事业
20220526,600098.SH,-0.06524498603706519,2463118.5899,5,-0.09367914723102677,公用事业
20220601,000767.SZ,0.02806603773584926,1227699.9454,4,-0.004506781560409623,公用事业
20220601,600505.SH,-0.008193922840559975,346339.125,2,-0.040766742136818857,公用事业
20220608,000543.SZ,0.004580152671755711,999686.729,4,-0.0059037804690613704,公用事业
20220610,300217.SZ,0.14689810350369648,739344.1574,4,0.1241266317294265,家用电器
20220610,300678.SZ,-0.03744149765990623,363369.5952,2,-0.0602129694341762,计算机
20220615,002094.SZ,0.034690799396681626,285340.6877,2,0.01628321340618455,化工
20220615,002324.SZ,0.10237157769435057,1386223.1873,4,0.08396399170385349,化工
20220615,600783.SH,0.030370283845345236,1044336.0895,4,0.011962697854848159,非银金融
20220615,601066.SH,0.011734506784011778,21889392.7171,5,-0.0066730792064852995,非银金融
20220617,600255.SH,0.07634016278417044,473279.955,3,0.05665076506246369,有色金属
20220622,600010.SH,0.125941872981701,11168332.9988,5,0.0856856388684788,钢铁
20220623,300237.SZ,2.220446049250313e-16,392329.5777,2,-0.03335269458396306,建筑装饰
20220623,600833.SH,0.04125607673104725,250302.8813,1,0.00790338214708397,医药生物
20220624,002452.SZ,-0.05943611887223754,452222.09,3,-0.08678768764399136,电气设备
20220624,002632.SZ,-0.022517911975434735,460329.5293,3,-0.049869480747188555,化工
20220624,300075.SZ,-0.01338295850490967,912968.3756,4,-0.04073452727666349,计算机
20220624,603359.SH,0.015120555782590861,547359.792,3,-0.01223101298916296,建筑装饰
20220629,000859.SZ,0.013591433278418386,614639.7219,3,0.01765747089713121,化工
20220629,002357.SZ,0.01576394502829448,186212.4874,1,0.019829982647007305,交通运输
20220629,002547.SZ,-0.047154471544715415,498601.2683,3,-0.04308843392600259,电子
20220629,002611.SZ,-0.020908004778972256,705927.2285,3,-0.01684196716025943,机械设备
20220629,002707.SZ,-0.028397802968329833,658933.5425,3,-0.024331765349617007,休闲服务
20220629,300182.SZ,-0.005783582089552097,1377604.0317,4,-0.0017175444708392718,传媒
20220629,601816.SH,0.00400801603206391,24504135.8209,5,0.008074053650776736,交通运输
20220630,000793.SZ,-0.027882205513784397,533264.537,3,-0.030224950530122197,传媒
20220630,002135.SZ,-0.026361429066944164,1115431.1012,4,-0.028704174083281964,建筑装饰
20220630,600420.SH,-0.07432503970354676,1016702.4899,4,-0.07666778471988456,医药生物
20220701,000863.SZ,-0.04536082474226799,425142.7724,2,-0.04129844447620079,房地产
20220701,002161.SZ,0.026109660574412663,380975.061,2,0.030172040840479863,电子
20220701,002376.SZ,-0.05810810810810807,556913.4406,3,-0.05404572784204087,计算机
20220701,300560.SZ,0.060401063058709736,354112.2558,2,0.06446344332477694,通信
20220706,001308.SZ,0.08503144654088057,1606850.8463,4,0.12164555889745077,
20220706,600642.SH,0.03686168413933055,3094584.1391,5,0.07347579649590075,公用事业
20220707,603929.SH,-0.05506072874493928,247284.24,1,-0.036354651108261526,建筑装饰
20220714,000885.SZ,-0.022008253094910724,635015.3942,3,-0.033175445237239365,交通运输
20220720,603869.SH,0.03831417624521083,477257.4806,3,0.04070787368624873,计算机
20220803,000592.SZ,0.006557377049180468,573738.9249,3,-0.016180348939866862,农林牧渔
20220803,300397.SZ,0.04687832942680603,768690.5663,4,0.0241406034377587,国防军工
20220810,600444.SH,0.05224867724867743,220072.1638,1,0.03880050993825468,机械设备
20220811,000801.SZ,-0.056554576515015276,765059.3712,3,-0.08101023671643848,家用电器
