Trade Date,Stock Code,Cumulative Return,Market Value,区间,Excess Return,Industry Name,Year,t
20190911,600640.SH,0.011550493302318,1287436.0309,4.0,0.027544659571413,传媒,2019,5
20190912,001896.SZ,-0.0433145009416194,453331.6117,3.0,-0.0412353304551975,公用事业,2019,5
20190912,300767.SZ,0.1118349619978282,324160.0,2.0,0.1139141324842502,化工,2019,5
20190912,600803.SH,0.0775593008739077,1395318.8137,5.0,0.0796384713603296,化工,2019,5
20190918,002671.SZ,-0.0790258449304174,242835.1746,1.0,-0.0837973594405282,建筑材料,2019,5
20190919,600630.SH,-0.0062426843542725,360282.6343,2.0,0.0045968985917307,纺织服装,2019,5
20190925,300329.SZ,-0.1046435578809679,217850.4574,1.0,-0.0732111923215635,轻工制造,2019,5
20190925,600981.SH,-0.1232023010546501,1058428.4666,4.0,-0.0917699354952458,商业贸易,2019,5
20190927,002877.SZ,-0.1323813199536859,343132.5696,2.0,-0.1464677784237044,机械设备,2019,5
20191010,000400.SZ,0.0216626049282424,1013368.9455,4.0,0.0049057626692368,电气设备,2019,5
20191010,603916.SH,0.0035360678925036,436717.66,3.0,-0.013220774366502,化工,2019,5
20191016,002141.SZ,-0.1292633992548006,494710.2423,3.0,-0.118294308933869,电子,2019,5
20191016,300246.SZ,0.1744560075685903,207591.048,1.0,0.185425097889522,医药生物,2019,5
20191016,600393.SH,-0.1053223388305848,819208.062,4.0,-0.0943532485096532,房地产,2019,5
20191023,002900.SZ,-0.0286686103012632,427410.0675,3.0,-0.0326138537635936,医药生物,2019,5
20191025,002510.SZ,-0.0219842164599771,393203.4334,3.0,-0.0205715370490412,汽车,2019,5
20191113,000729.SZ,-0.007815552950371,1882784.2798,5.0,-0.0219687023066391,食品饮料,2019,5
20191120,600836.SH,0.0207140451330414,314807.7092,2.0,0.038657070687958,轻工制造,2019,5
20191122,300750.SZ,0.1329883570504526,17777617.585,5.0,0.145045228773333,电气设备,2019,5
20191127,600678.SH,0.0931122448979591,213930.87,1.0,0.0961642086060001,建筑材料,2019,5
20191129,002091.SZ,0.1472359058565953,945939.6418,4.0,0.1361388944560992,商业贸易,2019,5
20191204,002907.SZ,0.0425867507886437,762536.2338,4.0,0.0231177265269448,医药生物,2019,5
20191204,300241.SZ,0.0648956356736243,352396.9306,2.0,0.0454266114119255,电子,2019,5
20191211,002593.SZ,0.12858249419055,307086.18,2.0,0.0916276737659536,建筑装饰,2019,5
20191211,300448.SZ,-0.0063673469387754,560780.3453,3.0,-0.0433221673633719,计算机,2019,5
20191212,300116.SZ,-0.0513307984790875,437854.4215,3.0,-0.0885181989048807,电气设备,2019,5
20191212,300426.SZ,-0.0031220730565093,284864.675,2.0,-0.0403094734823026,传媒,2019,5
20191212,600268.SH,-0.0128073770491805,385872.1771,3.0,-0.0499947774749738,电气设备,2019,5
20191213,002077.SZ,0.059217877094972,388833.5037,3.0,0.0185291975702923,电子,2019,5
20191213,600206.SH,0.0919939249294856,1003317.3784,4.0,0.0513052454048059,有色金属,2019,5
20191218,000156.SZ,0.0322906155398587,1522219.7199,5.0,0.0441265209678314,传媒,2019,5
20191218,000970.SZ,0.0891771636272484,1089699.6,4.0,0.1010130690552211,有色金属,2019,5
20191218,600776.SH,-0.0334317554052766,2848608.1452,5.0,-0.021595849977304,通信,2019,5
20191218,600831.SH,-0.0338395510069329,693246.4061,4.0,-0.0220036455789602,传媒,2019,5
20191218,601038.SH,0.1014492753623186,667420.45,4.0,0.1132851807902912,机械设备,2019,5
20191218,601108.SH,0.0287836583101208,3929955.0,5.0,0.0406195637380935,非银金融,2019,5
20191219,002851.SZ,0.0200820557115095,994780.879,4.0,0.0288859788086131,电气设备,2019,5
20191220,002365.SZ,0.0088264138607387,303228.2925,2.0,0.0106726746547594,医药生物,2019,5
20191220,300110.SZ,-0.0581636892397173,501258.3044,3.0,-0.0563174284456967,医药生物,2019,5
20191227,000630.SZ,0.0265251989389918,2452682.2608,5.0,-0.0027098715426667,有色金属,2019,5
20200102,000078.SZ,-0.0348357742073086,1033206.1381,4.0,-0.0515542109309337,医药生物,2020,5
20200102,002166.SZ,-0.0173250173250174,464606.5163,3.0,-0.0340434540486425,医药生物,2020,5
20200102,002481.SZ,0.0755479452054794,1024553.36,4.0,0.0588295084818544,食品饮料,2020,5
20200102,600026.SH,-0.0046253469010177,2794198.7727,5.0,-0.0213437836246428,交通运输,2020,5
20200102,600039.SH,0.0388013830195927,1245631.301,4.0,0.0220829462959677,建筑装饰,2020,5
20200102,600313.SH,0.1530008453085376,335481.5855,2.0,0.1362824085849125,农林牧渔,2020,5
20200102,600598.SH,0.1077894736842104,1770569.1894,5.0,0.0910710369605853,农林牧渔,2020,5
20200102,601668.SH,0.0557184750733139,24807597.1592,5.0,0.0390000383496889,建筑装饰,2020,5
20200103,000713.SZ,0.087926172776211,423231.7545,3.0,0.0730221787943445,农林牧渔,2020,5
20200103,600127.SH,0.0170132325141776,280459.2663,2.0,0.0021092385323111,农林牧渔,2020,5
20200103,600371.SH,0.0563081009296153,307882.08,2.0,0.0414041069477488,农林牧渔,2020,5
20200103,600489.SH,0.0458642098938515,3037000.7263,5.0,0.030960215911985,有色金属,2020,5
20200103,600547.SH,0.0860179407176289,10780449.2561,5.0,0.0711139467357624,有色金属,2020,5
20200103,600598.SH,0.07739810621655,1921671.9816,5.0,0.0624941122346835,农林牧渔,2020,5
20200103,600871.SH,0.0480427046263345,4594210.288,5.0,0.033138710644468,采掘,2020,5
20200103,601952.SH,0.0175257731958764,1048658.0,4.0,0.0026217792140099,农林牧渔,2020,5
20200103,603279.SH,0.0852575488454705,966884.595,4.0,0.070353554863604,机械设备,2020,5
20200108,300099.SZ,-0.0014650481372957,463061.6645,3.0,-0.0099542514086741,机械设备,2020,5
20200108,300182.SZ,0.1365784144603612,1184481.9712,4.0,0.1280892111889828,传媒,2020,5
20200108,600052.SH,0.0064365125804564,448099.5933,3.0,-0.0020526906909219,房地产,2020,5
20200109,002094.SZ,0.0790076335877862,375157.3691,2.0,0.0616181128385673,化工,2020,5
20200109,600522.SH,0.0358001981038629,2685888.0335,5.0,0.0184106773546439,通信,2020,5
20200115,603978.SH,-0.0141793690180788,472320.0,3.0,-0.002811303858995,有色金属,2020,5
20200116,300471.SZ,0.1221719457013572,380767.68,2.0,0.1249498216546112,机械设备,2020,5
20200117,300471.SZ,-0.0420718025430066,397544.8,2.0,-0.0092678945393569,机械设备,2020,5
20200219,000738.SZ,-0.037244693632359,1635977.2744,5.0,-0.0681656105048608,国防军工,2020,5
20200226,600195.SH,0.0910174288693581,1111136.152,4.0,0.1092312095694419,农林牧渔,2020,5
20200306,300698.SZ,0.0615631691648821,244684.0,1.0,0.1166912319006162,通信,2020,5
20200401,000833.SZ,0.1638608305274971,360936.9995,2.0,0.1270301947158478,采掘,2020,5
20200415,600557.SH,0.0734735045387544,908886.6313,4.0,0.0711360198331672,医药生物,2020,5
20200415,603109.SH,0.4203016714227476,395715.66,3.0,0.4179641867171604,汽车,2020,5
20200423,600315.SH,0.1646911629132093,2052677.7937,5.0,0.1814548051571297,化工,2020,5
20200513,603976.SH,0.0635782747603832,364240.8,2.0,0.0596612988094562,医药生物,2020,5
20200514,600729.SH,0.0806949365641789,1203730.7849,4.0,0.0881639603404976,商业贸易,2020,5
20200520,000584.SZ,-0.009979353062629,405407.3881,3.0,0.009992169301851,机械设备,2020,5
20200520,300328.SZ,-0.0227428180574557,750260.312,4.0,-0.0027712956929755,有色金属,2020,5
20200520,300726.SZ,-0.0754915730337081,1120680.1,4.0,-0.0555200506692279,电子,2020,5
20200520,688006.SH,0.1306774930220757,1829763.0,5.0,0.1506490153865559,机械设备,2020,5
20200521,300073.SZ,0.0642279480910288,1126308.0316,4.0,0.0834707667510454,化工,2020,5
20200521,603722.SH,-0.0853889943074005,264999.18,2.0,-0.0661461756473839,化工,2020,5
20200522,688100.SH,0.0689655172413796,1396000.0,4.0,0.0797786171041265,机械设备,2020,5
20200527,002138.SZ,0.0552325581395347,1957740.9635,5.0,0.025773421212673,电子,2020,5
20200527,300708.SZ,0.0512820512820513,372333.864,2.0,0.0218229143551895,电子,2020,5
20200603,002600.SZ,0.0489337822671154,7441563.9332,5.0,0.0372793829869859,电子,2020,5
20200603,002666.SZ,-0.0102264426588749,460140.8535,3.0,-0.0218808419390044,化工,2020,5
20200603,300044.SZ,0.0802962385499901,574196.8038,3.0,0.0686418392698606,计算机,2020,5
20200605,002181.SZ,-0.0477408354646206,608394.4832,3.0,-0.0506323832665255,传媒,2020,5
20200605,688081.SH,-0.0229110512129381,372121.6,2.0,-0.025802599014843,国防军工,2020,5
20200610,002430.SZ,0.1018619934282587,1278100.0045,4.0,0.0984512985986962,机械设备,2020,5
20200610,300006.SZ,-0.0728842004315512,459728.522,3.0,-0.0762948952611136,医药生物,2020,5
20200617,000088.SZ,0.0703164239075841,1068210.0,4.0,0.048727555620021,交通运输,2020,5
20200617,000717.SZ,-0.0247978436657684,979907.3861,4.0,-0.0463867119533315,钢铁,2020,5
20200617,300291.SZ,-0.0330167345092718,488024.3221,3.0,-0.054605602796835,传媒,2020,5
20200617,603607.SH,0.0419219606578524,279378.792,2.0,0.0203330923702893,轻工制造,2020,5
20200618,300822.SZ,-0.0002170609941395,479694.99,3.0,-0.0200648011147205,电子,2020,5
20200624,300467.SZ,0.0263988522238165,393176.8168,2.0,-0.0131600379950729,传媒,2020,5
20200624,300523.SZ,0.1301800271739128,1065247.7444,4.0,0.0906211369550233,计算机,2020,5
20200624,600088.SH,0.063441712926249,594571.068,3.0,0.0238828227073595,传媒,2020,5
20200701,002640.SZ,0.3143611006407838,1112441.5096,4.0,0.2081094022516396,商业贸易,2020,5
20200701,300085.SZ,0.2783716170115988,1135571.3397,4.0,0.1721199186224546,计算机,2020,5
20200701,600325.SH,0.1401608403085505,1575211.3943,4.0,0.0339091419194064,房地产,2020,5
20200701,600718.SH,0.0956392973856212,1504510.4272,4.0,-0.0106124010035228,计算机,2020,5
20200702,600219.SH,0.1554192229038857,2521551.6007,5.0,0.0411185987917608,有色金属,2020,5
20200702,601818.SH,0.1635111876075732,20575818.4047,5.0,0.0492105634954482,银行,2020,5
20200703,002769.SZ,0.1303171871158104,328146.5695,2.0,0.0121273844103306,交通运输,2020,5
20200703,600105.SH,0.0967062428188436,589469.8063,3.0,-0.021483559886636,通信,2020,5
20200703,603093.SH,0.1271149674620388,1422160.0,4.0,0.0089251647565591,非银金融,2020,5
20200708,002783.SZ,0.1781277728482697,447946.7254,2.0,0.1313029682351885,化工,2020,5
20200708,300065.SZ,0.2693350342848033,469845.3613,3.0,0.222510229671722,国防军工,2020,5
20200708,603009.SH,0.0338218714768885,256327.5372,1.0,-0.0130029331361927,汽车,2020,5
20200709,300217.SZ,-0.0147895335608645,348937.2754,2.0,-0.0225762307391743,家用电器,2020,5
20200715,300129.SZ,0.0588014981273408,335125.4173,2.0,0.0883910303737424,电气设备,2020,5
20200730,601238.SH,0.0519253208868146,11138862.4772,5.0,0.0193444276652468,汽车,2020,5
20200909,002554.SZ,-0.0869565217391303,311605.71,2.0,-0.0737405434949731,采掘,2020,5
20201021,600203.SH,0.0589070262597584,408063.7253,2.0,0.0839049919881572,电子,2020,5
20201030,000030.SZ,0.0171952617500956,1357914.0833,4.0,-0.0018923353558162,汽车,2020,5
20201104,000612.SZ,0.1137777777777782,841692.7722,4.0,0.0856504111854477,有色金属,2020,5
20201104,300835.SZ,0.0079812206572766,455821.5,2.0,-0.0201461459350538,有色金属,2020,5
20201106,002251.SZ,-0.1281751336898395,1127394.6561,4.0,-0.1256387015124732,商业贸易,2020,5
20201111,002532.SZ,0.1106241234221598,3281916.4816,5.0,0.1226409130747416,机械设备,2020,5
20201111,601609.SH,0.0430402930402928,1695911.916,5.0,0.0550570826928746,有色金属,2020,5
20201112,603109.SH,0.0172814888667329,440156.67,2.0,0.0170701395151382,汽车,2020,5
20201118,002191.SZ,0.0309966618979493,1511746.3044,4.0,0.013858214291665,轻工制造,2020,5
20201119,300657.SZ,-0.0215959004392387,680056.9404,3.0,-0.023737575863973,电子,2020,5
20201120,002495.SZ,-0.0920959774170783,261975.168,1.0,-0.0871559462376694,食品饮料,2020,5
20201120,603738.SH,-0.0242533936651584,382595.6579,2.0,-0.0193133624857495,电子,2020,5
20201125,600503.SH,-0.0050083472454089,655336.61,3.0,-0.0103485750610559,房地产,2020,5
20201125,600968.SH,-0.0116731517509726,2602266.6749,5.0,-0.0170133795666195,采掘,2020,5
20201125,601658.SH,0.0724070450097846,43489281.1,5.0,0.0670668171941377,银行,2020,5
20201126,002622.SZ,-0.0062176165803109,278880.0,1.0,-0.0277782111191433,电气设备,2020,5
20201126,605222.SH,0.0264150943396228,1013467.4,4.0,0.0048544998007904,电气设备,2020,5
20201127,603115.SH,-0.0524920466595969,384176.0,2.0,-0.0737478793794469,有色金属,2020,5
20201127,605108.SH,0.1018628616726118,546400.0,3.0,0.0806070289527618,休闲服务,2020,5
20201202,000050.SZ,-0.0119737932073199,4060199.136,5.0,-0.0074158048345021,电子,2020,5
20201202,000712.SZ,-0.0038289725590301,1415680.0,4.0,0.0007290158137877,非银金融,2020,5
20201202,600155.SH,0.0358974358974359,2463212.2136,5.0,0.0404554242702538,非银金融,2020,5
20201202,600393.SH,-0.0102489019033676,771019.3525,4.0,-0.0056909135305498,房地产,2020,5
20201202,600864.SH,0.0013468013468012,1504252.486,4.0,0.005904789719619,非银金融,2020,5
20201203,600261.SH,-0.0952108157653529,630212.6716,3.0,-0.0741937829789871,电子,2020,5
20201210,002361.SZ,-0.0368284228769496,427162.7992,2.0,-0.0337775633677038,化工,2020,5
20201210,600621.SH,0.1168685281550407,2269263.5856,5.0,0.1199193876642865,非银金融,2020,5
20201211,688008.SH,0.0269742883379249,10581836.8844,5.0,0.0190871421301197,电子,2020,5
20201217,002731.SZ,-0.140326009922041,199289.368,1.0,-0.1510616754371055,轻工制造,2020,5
20201223,600550.SH,0.0140881815810069,953911.7526,4.0,0.0105305578611418,电气设备,2020,5
20201224,600125.SH,0.1300883049752315,759813.7307,4.0,0.1221408108104302,交通运输,2020,5
20201230,002177.SZ,-0.0323704158983814,430834.2724,3.0,-0.0941334900759717,计算机,2020,5
20201230,600967.SH,0.0628571428571427,2049523.394,5.0,0.0010940686795524,国防军工,2020,5
20210113,601989.SH,-0.0106951871657755,10420530.1431,5.0,0.0056142480007357,国防军工,2021,5
20210203,300802.SZ,0.0677966101694913,614070.382,3.0,0.0531546891284513,机械设备,2021,5
20210210,603650.SH,0.0560022179096204,2146472.2125,5.0,0.0536642179940234,化工,2021,5
20210224,000032.SZ,-0.0641505510501145,962388.5905,4.0,-0.0343558447081566,通信,2021,5
20210224,002422.SZ,-0.0496531580868927,3147854.7637,5.0,-0.0198584517449348,医药生物,2021,5
20210303,000400.SZ,-0.0639669847820476,1576015.584,4.0,-0.0024153193561209,电气设备,2021,5
20210303,002061.SZ,0.0113360323886639,813007.8262,4.0,0.0728876978145907,建筑装饰,2021,5
20210303,300864.SZ,-0.0533780546238619,536688.0,3.0,0.0081736108020648,公用事业,2021,5
20210303,600517.SH,-0.0548484635398355,3985749.7136,5.0,0.0067032018860911,电气设备,2021,5
20210304,603949.SH,-0.0789793438639125,370097.9604,2.0,-0.0030035331456672,化工,2021,5
20210305,603429.SH,-0.056957338953124,1416770.3538,4.0,-0.028567928036168,轻工制造,2021,5
20210312,000543.SZ,0.038906414300736,949815.7357,4.0,0.0313735546108648,公用事业,2021,5
20210312,000883.SZ,0.0967898832684828,2596472.3449,5.0,0.0892570235786116,公用事业,2021,5
20210312,002060.SZ,0.0285714285714286,397948.7412,2.0,0.0210385688815575,建筑装饰,2021,5
20210312,002272.SZ,0.136182336182336,242948.87,1.0,0.1286494764924648,机械设备,2021,5
20210317,002309.SZ,-0.0665352390340067,516097.9443,3.0,-0.0605629123160016,电气设备,2021,5
20210317,002452.SZ,-0.0697278911564623,350493.0159,2.0,-0.0637555644384573,电气设备,2021,5
20210319,300129.SZ,-0.0013701758392326,550871.3941,3.0,0.030540850458542,电气设备,2021,5
20210331,603080.SH,0.1091761553918284,230079.0,1.0,0.1007852536550435,公用事业,2021,5
20210401,300458.SZ,0.2514044943820224,1264422.8917,4.0,0.2375425418812078,电子,2021,5
20210408,002536.SZ,0.0032862306933949,299425.6648,2.0,0.02159181042252,汽车,2021,5
20210408,601099.SH,0.0408997955010224,2522037.0569,5.0,0.0592053752301474,非银金融,2021,5
20210409,002106.SZ,0.0327169274537695,891445.8101,4.0,0.0556631901789327,电子,2021,5
20210414,000920.SZ,-0.0642123287671233,333802.0,2.0,-0.097040361138858,公用事业,2021,5
20210414,002204.SZ,0.0130434782608694,780273.4929,4.0,-0.0197845541108652,机械设备,2021,5
20210414,300437.SZ,-0.0126628075253255,251322.6533,1.0,-0.0454908398970602,化工,2021,5
20210421,000801.SZ,0.0558286516853936,634140.1205,3.0,0.0578272910511629,家用电器,2021,5
20210421,603387.SH,0.1329787234042552,965864.6314,4.0,0.1349773627700244,医药生物,2021,5
20210423,000705.SZ,0.0037011334721257,264959.7658,2.0,-0.0028722287128148,医药生物,2021,5
20210423,603009.SH,-0.0581174984207201,229402.3758,1.0,-0.0646908606056607,汽车,2021,5
20210428,000829.SZ,0.0029143190207887,736022.1145,4.0,0.0156766377781283,商业贸易,2021,5
20210428,603001.SH,0.0058252427184464,326798.7,2.0,0.0185875614757859,纺织服装,2021,5
20210429,600512.SH,0.0508474576271185,474874.1411,3.0,0.0677805743041898,建筑装饰,2021,5
20210430,603020.SH,0.6105656848994856,348800.0,2.0,0.6284374729265912,食品饮料,2021,5
20210514,300403.SZ,0.0210526315789474,428733.0,3.0,-0.0071665534157374,家用电器,2021,5
20210519,600165.SH,0.1747259832366212,456132.5942,3.0,0.1544747519402252,化工,2021,5
20210520,300741.SZ,0.0345744680851065,3215509.48,5.0,0.0110597231271858,食品饮料,2021,5
20210520,600418.SH,-0.0226864697241717,1878165.6201,5.0,-0.0462012146820924,汽车,2021,5
20210521,002508.SZ,0.090899257229394,4050434.6454,5.0,0.0620354547040395,家用电器,2021,5
20210527,000019.SZ,-0.0075620084694494,953146.6551,4.0,-0.0115564871722204,商业贸易,2021,5
20210528,600703.SH,0.0081063833456942,12273395.1839,5.0,0.0142499046774784,电子,2021,5
20210602,300145.SZ,0.0062530062530061,636658.0561,3.0,0.021050686869056,机械设备,2021,5
20210602,600230.SH,0.043832428238945,510298.879,3.0,0.0586301088549949,化工,2021,5
20210602,603787.SH,0.0424174174174174,570384.0,3.0,0.0572150980334673,汽车,2021,5
20210603,002132.SZ,-0.0136663524976439,442287.4379,3.0,-0.0102576612892879,机械设备,2021,5
20210604,300266.SZ,0.1228300510576223,573579.821,3.0,0.112996244597759,公用事业,2021,5
20210604,600478.SH,0.0301792602677559,730750.3726,4.0,0.0203454538078926,电子,2021,5
20210609,300542.SZ,0.0633788037775446,457927.389,3.0,0.0878439334262053,计算机,2021,5
20210609,300713.SZ,-0.0621206711888611,303255.5625,2.0,-0.0376555415402004,电气设备,2021,5
20210609,300821.SZ,-0.0129087779690186,1362000.0,4.0,0.0115563516796419,化工,2021,5
20210609,603918.SH,0.0460845460845462,337544.3388,2.0,0.0705496757332069,计算机,2021,5
20210611,001696.SZ,-0.0183403327840091,891975.9707,4.0,0.0036943625061618,汽车,2021,5
20210611,300925.SZ,0.0590855803048064,662627.9616,3.0,0.0811202755949774,计算机,2021,5
20210611,600732.SH,0.0081476554705686,2683881.8685,5.0,0.0301823507607396,电气设备,2021,5
20210611,688599.SH,0.1285786037167253,4239454.0688,5.0,0.1506132990068963,电气设备,2021,5
20210617,300237.SZ,0.1462765957446805,453358.6231,3.0,0.117486784415419,建筑装饰,2021,5
20210617,300323.SZ,0.0534582529622487,1381623.4086,4.0,0.0246684416329872,电子,2021,5
20210618,300200.SZ,0.0058778430871453,468425.7512,3.0,-0.0122630500616889,化工,2021,5
20210623,300847.SZ,-0.0240123934934161,516241.44,3.0,-0.0345279823985756,化工,2021,5
20210623,300948.SZ,0.0189454462451494,419889.99,2.0,0.0084298573399899,建筑装饰,2021,5
20210623,600391.SH,-0.0410985586287495,745101.9813,4.0,-0.0516141475339091,国防军工,2021,5
20210625,000559.SZ,-0.060419492851925,1780743.5344,5.0,-0.0701896180199184,汽车,2021,5
20210625,300746.SZ,0.0902591599642537,295039.9947,2.0,0.0804890347962603,建筑装饰,2021,5
20210625,603105.SH,0.0046565774155997,465500.0,3.0,-0.0051135477523935,公用事业,2021,5
