Trade Date,Stock Code,Cumulative Return,Market Value,Excess Return,Industry Name
20190124,002774.SZ,0.01214588410291273,80921.8478,0.025486032296063943,楼宇设备
20190227,300612.SZ,0.39728706818337534,102915.9979,0.35109568908571576,营销服务
20190626,300192.SZ,-0.007812208732752235,177515.7858,-0.036974917864093126,涂料油漆油墨制造
20190628,600199.SH,0.03310400944674963,413496.6015,0.027219515010544093,白酒
20190703,000671.SZ,0.0029150632349619343,2820040.5638,0.04125968110384215,综合Ⅲ
20190703,000712.SZ,-0.017830450950233945,1123151.4806,0.02051416691864627,房地产开发Ⅲ
20190703,002407.SZ,0.07329957317496127,764761.3709,0.11164419104384149,氟化工及制冷剂
20190703,002946.SZ,-0.050921365489960624,145728.4114,-0.012576747621080409,乳品
20190703,300545.SZ,-0.07804400141073597,144918.2942,-0.03969938354185576,显示器件Ⅲ
20190703,600383.SH,0.011308668205510575,5710948.2186,0.04965328607439079,房地产开发Ⅲ
20190703,600874.SH,-0.03291774811147108,974156.6733,0.005426869757409136,水务Ⅲ
20190703,603698.SH,-0.000715965046317768,757353.87,0.03762865282256245,化学工程
20190704,000536.SZ,0.016129620815484635,619033.161,0.04868175447520062,电机
20190705,000005.SZ,-0.11834291673085684,353354.0448,-0.08995751571280719,环保工程及服务Ⅲ
20190705,002246.SZ,-0.0011168685212521456,392759.6978,0.027268532496797504,其他纤维
20190705,002276.SZ,-0.07679704404474907,634895.0512,-0.048411643026699425,输变电设备
20190705,002811.SZ,-0.12067804979560348,74790.0,-0.09229264877755383,装修装饰Ⅲ
20190705,600375.SH,-0.08620732699003997,354562.5009,-0.05782192597199032,工程机械
20190705,601375.SH,0.033928501695504654,1043788.0106,0.0623139027135543,证券Ⅲ
20190712,600160.SH,0.017588131803818463,2177246.0267,0.020892775135048725,氟化工及制冷剂
20190724,603227.SH,-0.11496781526777833,306295.5,-0.13600831982514816,民爆用品
20190725,000023.SZ,-0.06601839335812554,198976.4482,-0.06956655154250946,其他建材Ⅲ
20190725,300449.SZ,-0.05532875992650632,244010.5586,-0.05887691811089024,计算机设备Ⅲ
20190802,300378.SZ,-0.09178946113737252,430097.7157,-0.0506371117858021,软件开发
20190815,300239.SZ,-2.160269275686133e-07,208700.7274,-0.03475569883560781,生物制品Ⅲ
20190821,000088.SZ,-0.04212199170261044,1262430.0,-0.05309621435014422,港口Ⅲ
20190822,000099.SZ,0.006402221479455017,469704.5755,-0.0022317456028246863,航空运输Ⅲ
20190823,300074.SZ,-0.09375070850695433,242812.2305,-0.09772363376729809,系统集成
20190828,002017.SZ,0.020588363978480073,638050.9235,0.006970277579285922,交换设备
20190828,002505.SZ,-0.05714236193280997,1234208.745,-0.07076044833200412,贸易Ⅲ
20190829,002361.SZ,0.038031651544043976,272974.3875,0.013332367376424514,涂料油漆油墨制造
20190830,600589.SH,-0.04259215407775341,344681.1554,-0.07861098111944997,其他化学制品
20190904,603032.SH,0.03503985614283356,228872.952,-5.533629203879897e-05,公交Ⅲ
20190905,002164.SZ,-0.07999918191045885,201489.8225,-0.09945431114336167,机械基础件
20190905,002314.SZ,-0.020114781160656237,402671.4179,-0.03956991039355906,其他建材Ⅲ
20190905,600850.SH,0.2780275077587393,1045550.984,0.2585723785258365,计算机设备Ⅲ
20190906,600776.SH,0.03695464275749405,2253292.1508,0.018958604323752626,通信传输设备
20190911,000100.SZ,0.02234563380832011,4760095.2881,0.03833980007741511,彩电
20190911,000622.SZ,-0.013462432119954015,234299.526,0.002531734149140985,汽车零部件Ⅲ
20190911,000810.SZ,-0.030786047670180894,986743.5228,-0.014791881401085893,棉纺
20190911,002074.SZ,0.04076940556706776,1408282.3423,0.05676357183616276,储能设备
20190911,002224.SZ,0.004732521975729487,366760.356,0.020726688244824487,轮胎
20190911,002592.SZ,0.078328713496989,414129.1984,0.094322879766084,汽车零部件Ⅲ
20190911,300466.SZ,-0.012779518595902095,219453.8283,0.0032146476731929052,计量仪表
20190911,600640.SH,0.011557102709291112,953648.7583,0.027551268978386112,通信运营Ⅲ
20190912,001896.SZ,-0.04438519495355486,366230.633,-0.04230602446713294,火电
20190912,300767.SZ,0.11183315378833103,81040.0,0.11391232427475295,其他橡胶制品
20190912,600803.SH,0.0775192487198324,1395318.8137,0.07959841920625432,农药
20190918,002671.SZ,-0.07894702239524087,174446.2169,-0.08371853690535169,管材
20190919,600630.SH,-0.006242122446041609,360282.6343,0.004597460499961681,其他服装
20190925,300329.SZ,-0.10436809732983576,215510.1119,-0.07293573177043144,文娱用品
20190925,600981.SH,-0.12354291587059452,344962.2294,-0.0921105503111902,贸易Ⅲ
20190927,002877.SZ,-0.13213532229340375,171924.1824,-0.14622178076342218,机械基础件
20191010,000400.SZ,0.021715788093008115,1013221.2065,0.004958945834002471,输变电设备
20191010,603916.SH,0.0036428981131877425,184273.172,-0.013113944145817902,其他化学制品
20191016,002141.SZ,-0.12933008172083804,277561.088,-0.11836099139990641,其他电子Ⅲ
20191016,300246.SZ,0.17459289235036013,153118.2422,0.18556198267129176,医疗器械Ⅲ
20191016,600393.SH,-0.10544267250666706,319190.3933,-0.09447358218573543,房地产开发Ⅲ
20191023,002900.SZ,-0.028748483787494505,161225.8425,-0.03269372724982489,化学制剂
20191025,002510.SZ,-0.022004648050272912,336019.3991,-0.02059196863933699,磨具磨料
20191113,000729.SZ,-0.007898954761061172,1676308.272,-0.022052104117329274,啤酒
20191120,600836.SH,0.02068986523138383,314807.7092,0.0386328907863005,包装印刷Ⅲ
20191122,300750.SZ,0.13298733330257773,9680845.5636,0.14504420502545812,储能设备
20191127,600678.SH,0.09335686816032673,213930.87,0.0964088318683678,水泥制造
20191129,002091.SZ,0.14727212236893972,588303.4072,0.1361751109684437,贸易Ⅲ
20191204,002907.SZ,0.042767411970830116,117662.8964,0.023298387709131285,中药Ⅲ
20191204,300241.SZ,0.06471410589895088,275075.0807,0.04524508163725205,分立器件
20191211,002593.SZ,0.1281419829345536,204599.3834,0.09118716250995718,钢结构
20191211,300448.SZ,-0.006281197759335666,340978.2602,-0.04323601818393208,IT服务
20191212,300116.SZ,-0.05142887118629502,354501.8766,-0.0886162716120883,其他化学制品
20191212,300426.SZ,-0.0031449598515655985,167146.7709,-0.04033236027735887,影视动漫
20191212,600268.SH,-0.012796463449555096,352561.7709,-0.04998386387534837,电气自控设备
20191213,002077.SZ,0.059113162293793264,362203.7253,0.01842448276911357,集成电路
20191213,600206.SH,0.09189387452442666,993952.3234,0.05120519499974696,半导体材料
20191218,000156.SZ,0.03212516715544855,1359673.6479,0.04396107258342119,其他塑料制品
20191218,000970.SZ,0.08917817221030755,1089699.6,0.10101407763828019,其他电子Ⅲ
20191218,600776.SH,-0.03337861116192831,2168208.1452,-0.02154270573395567,通信传输设备
20191218,600831.SH,-0.033790377045364584,693246.4061,-0.021954471617391946,有线电视网络
20191218,601038.SH,0.10075103799105878,402077.07,0.11258694341903142,农用机械
20191218,601108.SH,0.028490548969437146,2635328.4474,0.04032645439740978,证券Ⅲ
20191219,002851.SZ,0.020078107022372116,547699.7227,0.028882030119475655,其它电源设备
20191220,002365.SZ,0.008556853924473806,248091.189,0.010403114718494422,化学原料药
20191220,300110.SZ,-0.05829522964113021,499485.5468,-0.05644896884710959,化学制剂
20191227,000630.SZ,0.02654871874714715,2227610.0729,-0.002686351734511483,铜
