Trade Date,Stock Code,Cumulative Return,Market Value,Excess Return,Industry Name
20220714,000885.SZ,-0.02198731546016086,635015.3942,-0.0331545076024895,高速公路Ⅲ
20220720,603869.SH,0.038371698026488765,477257.4806,0.040765395467526666,IT服务
20220803,000592.SZ,0.006968061472138354,568439.2638,-0.015769664516908977,家具
20220803,300397.SZ,0.046922733417550155,594891.2124,0.024185007428502825,仪器仪表Ⅲ
20220810,600444.SH,0.05234856296126433,220072.1638,0.03890039565084158,其他塑料制品
20220811,000801.SZ,-0.05657936145458964,765059.3712,-0.08103502165601284,其它视听器材
20220811,000869.SZ,-0.04429847137261511,1403461.176,-0.06875413157403831,其他酒类
20220812,000503.SZ,0.23857759334352302,974323.2691,0.23467778258428185,互联网信息服务
20220812,002351.SZ,0.09548246443278052,511920.7376,0.09158265367353935,其他电子Ⅲ
20220819,003029.SZ,0.13654775185993695,265812.0107,0.16278375764874187,软件开发
20220824,603167.SH,-0.009383257491235253,362648.7008,0.020498464202318822,航运Ⅲ
20220825,000554.SZ,-0.04159403141250695,217589.826,-0.02332141714254865,石油贸易
20220825,600339.SH,0.013841239238036263,1669361.0938,0.03211385350799456,聚氨酯
20220825,600482.SH,-0.110552768728583,3726420.7438,-0.0922801544586247,汽车零部件Ⅲ
20220826,000416.SZ,0.014217910422392954,212124.7981,0.04227712369674341,百货零售
20220826,002278.SZ,-0.09122216118128224,205874.2492,-0.06316294790693178,冶金矿采化工设备
20220901,600531.SH,0.07775760927741882,632340.7277,0.06505461416116809,铅锌
20220902,000573.SZ,0.6106188579498402,236082.8993,0.5975814668330559,房地产开发Ⅲ
20220907,600180.SH,-0.03396144107392962,862560.0205,-0.029443084819240073,果蔬加工
20220907,600800.SH,-0.05640005044820906,366983.8608,-0.05188169419351951,其他电子Ⅲ
20220907,601669.SH,0.0025039706240532755,9056914.9505,0.007022326878742824,水利工程
20220907,603712.SH,0.13639321088235423,2728248.0,0.14091156713704378,终端设备
20220908,601868.SH,-0.057693149004738764,2906021.0507,-0.03230121891029336,其他基础建设
20220915,002561.SZ,0.03265979825955556,449375.414,0.07538980111337279,百货零售
20220928,002551.SZ,0.05543203116226958,302704.085,0.10333569375914753,医疗器械Ⅲ
20221019,002349.SZ,-0.08991460598560996,1076570.9605,-0.04993866703132244,中药Ⅲ
20221019,002864.SZ,-0.07482485546645223,202332.9714,-0.03484891651216471,中药Ⅲ
20221019,002873.SZ,0.007316156929128015,289622.5686,0.04729209588341554,中药Ⅲ
20221019,603122.SH,-0.1817531631850804,142900.9552,-0.14177722423079286,
20221026,601579.SH,0.0847164892058414,580419.12,0.07806850132544607,黄酒
20221027,300366.SZ,0.23959559259190488,528871.6389,0.234100641722095,软件开发
20221027,300678.SZ,0.015802171269756693,220524.6424,0.010307220399946804,IT服务
20221102,000711.SZ,-0.059407293189349675,256785.2297,-0.0951477477638909,环保工程及服务Ⅲ
20221102,300560.SZ,0.013436941069447483,252868.0292,-0.02230351350509374,通信配套服务
20221102,600056.SH,0.06412047881329519,2186203.8608,0.028380024238753965,贸易Ⅲ
20221102,600572.SH,0.04245259842964266,1130413.3005,0.006712143855101438,中药Ⅲ
20221102,601607.SH,0.024581020987499036,3624084.3495,-0.011159433587042189,医药商业Ⅲ
20221109,002424.SZ,0.05874066220117813,781298.2329,0.03680910467648446,中药Ⅲ
20221109,300086.SZ,0.3200008527146523,294072.5999,0.2980692951899586,化学制剂
20221109,300147.SZ,0.24067712045802558,424162.0018,0.21874556293333192,中药Ⅲ
20221109,300436.SZ,0.41272200388947833,548480.6711,0.39079044636478466,生物制品Ⅲ
20221109,603538.SH,0.12408819674950333,611709.8182,0.10215663922480966,化学原料药
20221111,002354.SZ,0.05786952938320655,697624.8924,0.03073070541231182,家具
20221111,002766.SZ,-0.0675679439384943,425185.3388,-0.09470676790938903,IT服务
20221111,603139.SH,-0.07635859774027298,243707.2,-0.10349742171116771,中药Ⅲ
20221116,600664.SH,0.019671930363939216,777272.7757,0.04140452462938404,化学原料药
20221117,300267.SZ,-0.04022950242127066,535716.436,-0.023891890088769685,化学原料药
20221117,600661.SH,0.03027319808118878,280817.8534,0.04661081041368975,其他文化传媒
20221123,000985.SZ,-0.03520443086000591,254352.699,-0.04702199122811246,其他化学制品
20221123,002051.SZ,0.026621280428526406,1082405.8111,0.014803720060419856,国际工程承包
20221123,002953.SZ,-0.01856166377622326,209360.3669,-0.03037922414432981,线缆部件及其他
20221123,300425.SZ,0.004281135601506225,332556.5786,-0.007536424766600325,环保工程及服务Ⅲ
20221123,301091.SZ,0.07073367465472313,249924.4774,0.05891611428661658,城轨建设
20221123,600528.SH,0.02390043269457376,1803899.8895,0.012082872326467209,铁路设备
20221123,601186.SH,0.08521901154694844,9122073.6815,0.07340145117884189,建筑施工
20221123,601668.SH,0.07692278499130678,22541122.4979,0.06510522462320023,房屋建设Ⅲ
20221123,601800.SH,0.16923030052748955,10079127.9947,0.157412740159383,基础建设
20221124,002205.SZ,0.012841815912157939,213719.7122,-0.000692837449457695,环保工程及服务Ⅲ
20221125,600610.SH,0.016717310450649725,748390.2753,-0.006961037705397688,园林工程Ⅲ
20221130,000031.SZ,-0.01711528047374089,1649189.5136,-0.03939723186087063,房地产开发Ⅲ
20221130,000402.SZ,0.03418714583968363,1837514.8571,0.011905194452553891,园区开发Ⅲ
20221130,000886.SZ,-0.010821968329298048,456786.3949,-0.03310391971642779,高速公路Ⅲ
20221130,002314.SZ,0.04773217446100708,564699.0,0.025450223073877343,其他建材Ⅲ
20221130,002398.SZ,-0.05462949766024994,390270.1298,-0.07691144904737968,其他建材Ⅲ
20221130,600708.SH,1.5887106363798864e-07,594149.1649,-0.0222817925160661,综合Ⅲ
20221130,600838.SH,0.06736561797647633,276207.6849,0.045083666589346594,百货零售
20221130,603237.SH,0.04726840000794574,106787.58,0.024986448620816004,
20221201,000421.SZ,-0.07288180302087588,332707.8687,-0.09349825758267605,燃气Ⅲ
20221201,002523.SZ,-0.046784714505391345,459967.3363,-0.06740116906719151,重型机械
20221202,000599.SZ,-0.03318568863774218,359367.5611,-0.042408438252746095,轮胎
20221202,002053.SZ,-0.04940220589195399,926865.8034,-0.0586249555069579,无机盐
20221202,002820.SZ,0.06619388563029838,186512.4231,0.056971136015294466,食品综合
20221202,002910.SZ,0.060527809338588145,203905.8444,0.051305059723584234,乳品
20221207,000505.SZ,0.004464462336827735,587291.3343,0.013838776036730782,粮油加工
20221207,000720.SZ,-0.05052251835706012,747997.558,-0.04114820465715707,火电
20221207,002277.SZ,0.018041330639952946,546515.7376,0.027415644339855993,百货零售
20221207,300240.SZ,0.06582141977022582,307839.2878,0.07519573347012887,物流Ⅲ
20221207,600295.SH,-0.04839626791844409,2517448.5985,-0.039021954218541044,其他采掘Ⅲ
20221207,600335.SH,-0.03236947056729389,1296619.0624,-0.022995156867390842,汽车服务Ⅲ
20221207,601933.SH,-0.01621605601109999,3493889.2423,-0.006841742311196941,超市
20221209,000560.SZ,-0.03202879774572409,665943.9533,-0.02640597230354691,商业物业经营
20221221,000404.SZ,-0.015177597491103478,428592.3316,-0.021954828681975735,家电零部件
20221221,002031.SZ,0.034809838275978944,653631.5754,0.028032607085106687,磨具磨料
20221228,002170.SZ,-0.03767644307834528,463166.5291,-0.04590174371443767,复合肥
