Trade Date,Stock Code,Cumulative Return,Market Value,Excess Return,Industry Name
20210113,601989.SH,-0.011261582577251184,8355745.5662,0.0050478525892601045,船舶制造
20210203,300802.SZ,0.06777827675815473,304069.5504,0.053136355717114725,其它专用机械
20210210,603650.SH,0.05617554824544735,481382.3025,0.05383754832985033,其他化学制品
20210224,000032.SZ,-0.06406958345606462,958206.7499,-0.034274877114106705,终端设备
20210224,002422.SZ,-0.049715654439151935,2396637.9303,-0.019920948097194024,化学制剂
20210303,000400.SZ,-0.06398427175452848,1575926.2288,-0.0024326063286017607,输变电设备
20210303,002061.SZ,0.010849851579992853,813007.8262,0.07240151700591957,路桥施工
20210303,300864.SZ,-0.053377511831071756,134172.0,0.00817415359485496,环保工程及服务Ⅲ
20210303,600517.SH,-0.05481411928298574,1324049.0277,0.0067375461429409755,中压设备
20210304,603949.SH,-0.07887084203208128,92535.912,-0.0028950313138359496,其他化学制品
20210305,603429.SH,-0.056981461911217,1388184.4818,-0.028592050994260987,包装印刷Ⅲ
20210312,000543.SZ,0.03883493845673058,750175.9148,0.03130207876685942,火电
20210312,000883.SZ,0.09685947382203808,2595285.4496,0.08932661413216691,汽车零部件Ⅲ
20210312,002060.SZ,0.028572831194310755,397833.8587,0.021039971504439592,基础建设
20210312,002272.SZ,0.13618683559527045,184955.7377,0.1286539759053993,机械基础件
20210317,002309.SZ,-0.06691460502732005,413379.7259,-0.06094227830931498,光伏设备
20210317,002452.SZ,-0.06951069532754461,287727.4183,-0.06353836860953954,输变电设备
20210319,300129.SZ,-0.0013794575605259318,433048.4484,0.030531568737248715,风电设备
20210331,603080.SH,0.10893007592356607,230079.0,0.10053917418678116,燃气Ⅲ
20210401,300458.SZ,0.2514566766630999,994948.3032,0.23759472416228533,集成电路
20210408,002536.SZ,0.0034190038722823335,281760.3937,0.021724583601407388,汽车零部件Ⅲ
20210408,601099.SH,0.040817821892389805,2522037.0569,0.05912340162151486,证券Ⅲ
20210409,002106.SZ,0.03282863041816375,889327.7566,0.055774893143326953,显示器件Ⅲ
20210414,000920.SZ,-0.06438902295165749,333660.8658,-0.0972170553233922,铁路设备
20210414,002204.SZ,0.01302033628456667,780273.4929,-0.019807696087168036,机械基础件
20210414,300437.SZ,-0.01267082320113111,155130.4333,-0.045498855572865815,其他化学制品
20210421,000801.SZ,0.05583703295157405,634140.1205,0.05783567231734332,其它视听器材
20210421,603387.SH,0.13298524356901242,965759.6866,0.1349838829347817,医疗器械Ⅲ
20210423,000705.SZ,0.003759273201497937,223603.8563,-0.0028140889834427085,医药商业Ⅲ
20210423,603009.SH,-0.058630877736320475,209618.4501,-0.06520423992126112,汽车零部件Ⅲ
20210428,000829.SZ,0.0028934501801569645,735152.4499,0.01565576893749654,粮食种植
20210428,603001.SH,0.006241366378976654,326798.7,0.01900368513631623,鞋帽
20210429,600512.SH,0.05067499705299072,474874.1411,0.06760811373006204,基础建设
20210430,603020.SH,0.6104938765948003,348800.0,0.6283656646219059,食品综合
20210514,300403.SZ,0.021021149283161122,270849.9014,-0.007198035711523776,家电零部件
20210519,600165.SH,0.1746796526942409,456132.5942,0.15442842139784485,其他化学制品
20210520,300741.SZ,0.034552482236236415,604994.6002,0.011037737278315696,食品综合
20210520,600418.SH,-0.022681604967581537,1878165.6201,-0.046196349925502256,商用载货车
20210521,002508.SZ,0.09090926891804907,3990156.5333,0.06204546639269459,小家电
20210527,000019.SZ,-0.007642966452150679,344184.8561,-0.01163744515492171,软饮料
20210528,600703.SH,0.008093011554578977,11174884.3027,0.014236532886363173,分立器件
20210602,300145.SZ,0.006270100408594992,584651.3553,0.021067781024644905,其它通用机械
20210602,600230.SH,0.043955143004669184,510298.879,0.0587528236207191,聚氨酯
20210602,603787.SH,0.04248614590496014,570384.0,0.05728382652101005,其他轻工制造Ⅲ
20210603,002132.SZ,-0.013773531525859806,441201.9755,-0.010364840317503843,金属制品Ⅲ
20210604,300266.SZ,0.12290567717448497,563710.9354,0.11307187071462166,环保工程及服务Ⅲ
20210604,600478.SH,0.030162945201713143,709026.1243,0.020329138741849828,金属新材料Ⅲ
20210609,300542.SZ,0.06355954390011331,365755.2707,0.08802467354877397,软件开发
20210609,300713.SZ,-0.062134123122104756,173917.3632,-0.0376689934734441,储能设备
20210609,300821.SZ,-0.013392579999235266,473295.0,0.01107254964942539,其他化学制品
20210609,603918.SH,0.045806511784381776,277999.0174,0.07027164143304243,IT服务
20210611,001696.SZ,-0.018300149303819957,684872.2218,0.0037345459863510344,摩托车
20210611,300925.SZ,0.05903520524357764,157122.1906,0.08106990053374863,软件开发
20210611,600732.SH,0.008137893261491058,860422.0808,0.03017258855166205,光伏设备
