Trade Date,Stock Code,Cumulative Return,Market Value,Excess Return,Industry Name
20200102,000078.SZ,-0.034852707485611645,980613.3422,-0.0515711442092367,生物制品Ⅲ
20200102,002166.SZ,-0.01728333158222084,364626.528,-0.03400176830584589,生物制品Ⅲ
20200102,002481.SZ,0.07556523308159568,912273.1836,0.05884679635797063,食品综合
20200102,600026.SH,-0.004701319948652638,1896070.7727,-0.02141975667227769,航运Ⅲ
20200102,600039.SH,0.0386908061756166,1192690.1246,0.021972369451991547,基础建设
20200102,600313.SH,0.15248305106400561,316013.1032,0.13576461434038056,种子生产
20200102,600598.SH,0.10780199252094191,1770569.1894,0.09108355579731686,其他种植业
20200102,601668.SH,0.0551601832983486,24314375.351,0.038441746574723545,房屋建设Ⅲ
20200103,000713.SZ,0.08779883086985829,374939.9015,0.07289483688799181,种子生产
20200103,600127.SH,0.016827860390291605,280459.2663,0.0019238664084251234,粮油加工
20200103,600371.SH,0.05626851769841812,307882.08,0.04136452371655164,农业综合Ⅲ
20200103,600489.SH,0.045829724603953625,3037000.7263,0.030925730622087144,有色金属冶炼Ⅲ
20200103,600547.SH,0.08601804092452392,7639414.7296,0.07111404694265744,黄金Ⅲ
20200103,600598.SH,0.07730834211713322,1921671.9816,0.06240434813526674,其他种植业
20200103,600871.SH,0.04824561217806722,2914323.9608,0.03334161819620074,油气钻采服务
20200103,601952.SH,0.016806098662680347,311480.0198,0.0019021046808138653,粮食种植
20200103,603279.SH,0.08557176163124436,97888.5,0.07066776764937788,环保设备
20200108,300099.SZ,-0.001469652997136528,310319.7243,-0.009958856268514893,冶金矿采化工设备
20200108,300182.SZ,0.1365750129069343,823875.1832,0.12808580963555594,软件开发及服务
20200108,600052.SH,0.005964657093674219,448099.5933,-0.0025245461777041456,影视动漫
20200109,002094.SZ,0.07894630668221381,360789.9323,0.06155678593299485,日用化学产品
20200109,600522.SH,0.03575637729971781,2685888.0335,0.018366856550498856,通信传输设备
20200115,603978.SH,-0.014249407573542094,224711.1994,-0.0028813424144583655,金属新材料Ⅲ
20200116,300471.SZ,0.12223313092753574,283690.8775,0.1250110068807897,其它专用机械
20200117,300471.SZ,-0.04214608946633691,296190.6671,-0.009342181462687171,其它专用机械
20200219,000738.SZ,-0.037356270890546606,1635965.9218,-0.06827718776304836,汽车零部件Ⅲ
20200226,600195.SH,0.09097969881809043,1111136.152,0.10919347951817426,生物制品Ⅲ
20200306,300698.SZ,0.06166097157504913,76910.7475,0.11678903431078325,通信传输设备
20200401,000833.SZ,0.16326510250804116,204165.4799,0.1264344666963919,其他采掘Ⅲ
20200415,600557.SH,0.07346976558867424,881418.512,0.07113228088308698,中药Ⅲ
20200415,603109.SH,0.4203007106584651,98935.66,0.4179632259528778,汽车零部件Ⅲ
20200423,600315.SH,0.16474864401484424,2052677.7937,0.1815122862587647,日用化学产品
20200513,603976.SH,0.06347013996310302,92264.5506,0.05955316401217603,医疗器械Ⅲ
20200514,600729.SH,0.08073568669652897,1203428.7629,0.08820471047284772,多业态零售
20200520,000584.SZ,-0.009982892652848352,395486.8264,0.009988629711631836,综合Ⅲ
20200520,300328.SZ,-0.0227845044453564,739820.162,-0.002812982080876214,机械基础件
20200520,300726.SZ,-0.07564819309153825,308750.7288,-0.055676670727058064,被动元件
20200520,688006.SH,0.13067674286044584,179599.68,0.15064826522492603,其它专用机械
20200521,300073.SZ,0.06428052139861307,1109309.2184,0.08352334005862971,其他化工新材料
20200521,603722.SH,-0.08547437918889433,123086.06,-0.06623156052887769,其他化学制品
20200522,688100.SH,0.068965964791601,111638.0781,0.07977906465434792,终端设备
