Trade Date,Stock Code,t,Cumulative Return,Excess Return,Year
20180104,000856.SZ,10,-0.0685661338892748,-0.0726888774825927,2018
20180104,000856.SZ,20,-0.1716469770674079,-0.1674301070979833,2018
20180117,601000.SH,10,0.0159867695700113,0.0185427645595736,2018
20180117,601000.SH,20,-0.0297684674751924,0.0607416148589616,2018
20180125,603103.SH,10,-0.0711334120425026,0.0285653113925683,2018
20180125,603103.SH,20,-0.0168240850059026,0.0610870673856371,2018
20180125,603813.SH,10,-0.1961082395865002,-0.0964095161514292,2018
20180125,603813.SH,20,-0.1462450592885376,-0.0683339068969978,2018
20180131,600694.SH,10,-0.0755007704160247,0.0126787032213665,2018
20180131,600694.SH,20,-0.0739599383667184,-0.0340406320610153,2018
20180314,002472.SZ,10,-0.0676050753370341,-0.0294001581040349,2018
20180314,002472.SZ,20,-0.0745440126883425,-0.038053572731333,2018
20180315,000795.SZ,10,-0.1208830980817954,-0.0774654304389993,2018
20180315,000795.SZ,20,-0.1194353963083607,-0.0853657322135824,2018
20180322,002870.SZ,10,-0.0189285714285715,0.0118256636986624,2018
20180322,002870.SZ,20,-0.138928571428571,-0.0833245270164481,2018
20180404,002900.SZ,10,0.0233016081391532,0.0362973359810675,2018
20180404,002900.SZ,20,0.1056777157860184,0.1160329233151741,2018
20180404,300629.SZ,10,-0.0525793650793648,-0.0395836372374506,2018
20180404,300629.SZ,20,-0.1017857142857139,-0.0914305067565582,2018
20180411,603106.SH,10,-0.0423538230884557,-0.022127117789502,2018
20180411,603106.SH,20,-0.0577211394302852,-0.0520730562169173,2018
20180411,603607.SH,10,-0.058838071693449,-0.0386113663944953,2018
20180411,603607.SH,20,-0.0333745364647716,-0.0277264532514037,2018
20180412,002155.SZ,10,-0.0740452065471551,-0.0493739056234516,2018
20180412,002155.SZ,20,-0.0872954014029618,-0.0702392825427561,2018
20180413,600055.SH,10,-0.0547895335608646,-0.0191956361945925,2018
20180413,600055.SH,20,-0.0475995449374292,-0.0399814384544239,2018
20180413,600667.SH,10,0.0582624387728794,0.0938563361391515,2018
20180413,600667.SH,20,-0.0162412993039446,-0.0086231928209393,2018
20180418,002023.SZ,10,0.1337667093938839,0.1279801561001805,2018
20180418,002023.SZ,20,0.2610327778795089,0.240071552258656,2018
20180418,300570.SZ,10,-0.0058062813407229,-0.0115928346344262,2018
20180418,300570.SZ,20,-0.048825547637899,-0.0697867732587519,2018
20180419,000021.SZ,10,-0.0499999999999999,-0.0442005749947633,2018
20180419,000021.SZ,20,-0.1084365325077397,-0.1275395143688135,2018
20180419,600438.SH,10,0.1095689655172418,0.1153683905224783,2018
20180419,600438.SH,20,0.0920689655172419,0.0729659836561682,2018
20180427,600323.SH,10,0.1002909796314253,0.0712826699506103,2018
20180427,600323.SH,20,0.0649854510184282,0.0504710929676002,2018
20180509,603002.SH,10,0.0129107981220655,0.0039162413444759,2018
20180509,603002.SH,20,-0.0985915492957749,-0.0728759867090002,2018
20180511,300067.SZ,10,0.1173649671882892,0.1289672956476591,2018
20180511,300067.SZ,20,0.0088339222614843,0.0426121423233091,2018
20180516,600993.SH,10,0.0025153842698648,0.0313487108007635,2018
20180516,600993.SH,20,-0.043300543502672,-0.0023542972308502,2018
20180523,002437.SZ,10,0.0543522267206477,0.0887529270328647,2018
20180523,002437.SZ,20,-0.0095141700404858,0.1036997812506926,2018
20180601,002433.SZ,10,-0.0489145369607034,-0.0280752508443603,2018
20180601,002433.SZ,20,-0.1500412201154162,-0.0605497768153391,2018
20180614,300689.SZ,10,0.0042918454935623,0.1031409614785578,2018
20180614,300689.SZ,20,0.0535351253670661,0.1361040727273877,2018
20180810,002523.SZ,10,-0.0512341062079281,-0.0242009250726481,2018
20180810,002523.SZ,20,-0.0729244577412114,-0.0281916791662628,2018
20180905,300659.SZ,10,-0.0433590829803142,-0.0114051119671467,2018
20180905,300659.SZ,20,-0.2342387241465238,-0.1975738529810111,2018
20181107,600635.SH,10,0.4527754115745004,0.4395788506942997,2018
20181107,600635.SH,20,0.3244441353893228,0.3017567017500824,2018
20181109,603499.SH,10,0.0487910189982727,0.024400986085054,2018
20181109,603499.SH,20,-0.0790155440414511,-0.083955228959191,2018
20190124,002774.SZ,10,-0.0140562248995984,-0.0718746187040563,2019
20190124,002774.SZ,20,0.002008032128514,-0.1597143465731789,2019
20190227,300612.SZ,10,0.2744018632225282,0.2078859798382435,2019
20190227,300612.SZ,20,0.2132119415625659,0.171051061675312,2019
20190626,300192.SZ,10,-0.0702455739577384,-0.0599454322825365,2019
20190626,300192.SZ,20,-0.1387778412335809,-0.119264214810321,2019
20190628,600199.SH,10,0.0152180275095108,0.037885967825715,2019
20190628,600199.SH,20,-0.1229148375768222,-0.1109219541778728,2019
20190703,000671.SZ,10,0.0087163232963547,0.0417230070858833,2019
20190703,000671.SZ,20,0.0072713713060494,0.0345230461812426,2019
20190703,000712.SZ,10,-0.008191164840131,0.0248155189493975,2019
20190703,000712.SZ,20,-0.0572251722969158,-0.0299734974217226,2019
20190703,002407.SZ,10,0.2125085910652924,0.245515274854821,2019
20190703,002407.SZ,20,0.0663917525773196,0.0936434274525128,2019
20190703,002946.SZ,10,-0.0546012269938649,-0.0215945432043362,2019
20190703,002946.SZ,20,-0.1104294478527609,-0.0831777729775677,2019
20190703,300545.SZ,10,-0.039195461578133,-0.0061887777886043,2019
20190703,300545.SZ,20,-0.0763280041258381,-0.0490763292506449,2019
20190703,600383.SH,10,0.0403980634749865,0.0734047472645151,2019
20190703,600383.SH,20,0.0837547068316302,0.1110063817068234,2019
20190703,600874.SH,10,-0.0578911095796002,-0.0248844257900715,2019
20190703,600874.SH,20,-0.0957960027567194,-0.0685443278815262,2019
20190703,603698.SH,10,-0.0247444862829477,0.0082621975065808,2019
20190703,603698.SH,20,-0.0634749865519093,-0.0362233116767161,2019
20190704,000536.SZ,10,0.1834942932396839,0.2064991343394751,2019
20190704,000536.SZ,20,-0.009657594381036,0.0149312975478064,2019
20190705,000005.SZ,10,-0.1123882503192849,-0.0807920095961836,2019
20190705,000005.SZ,20,-0.1449553001277138,-0.1182546239233509,2019
20190705,002246.SZ,10,-0.0672740014015417,-0.0356777606784404,2019
20190705,002246.SZ,20,-0.0847932725998596,-0.0580925963954968,2019
20190705,002276.SZ,10,-0.0720173535791758,-0.0404211128560745,2019
20190705,002276.SZ,20,-0.091540130151844,-0.0648394539474811,2019
20190705,002811.SZ,10,-0.0843731431966725,-0.0527769024735712,2019
20190705,002811.SZ,20,-0.0772430184194887,-0.0505423422151258,2019
20190705,600375.SH,10,-0.1412143514259428,-0.1096181107028415,2019
20190705,600375.SH,20,-0.1586936522539096,-0.1319929760495467,2019
20190705,601375.SH,10,-0.0902777777777776,-0.0586815370546763,2019
20190705,601375.SH,20,-0.0989583333333331,-0.0722576571289702,2019
20190712,600160.SH,10,-0.04392579293836,-0.0548484438546807,2019
20190712,600160.SH,20,-0.0779174147217232,-0.0384276530168238,2019
20190724,603227.SH,10,-0.1870350690754519,-0.145835990288677,2019
20190724,603227.SH,20,-0.1668437832093521,-0.170662029096549,2019
